Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Score
PRMG6724,journalArticle,2025.0,"Salehin, Imrus; Sajib, Md Tomal Ahmed; Badhon, Nazmul Huda; Rifat, Md Sakibul Hassan; Amin, Nazrul; Moon, Nazmun Nessa","Systematic Literature Review of LLM-Large Language Model in Medical: Digital Health, Technology and Applications",,,,,https://www.authorea.com/doi/full/10.22541/au.174587258.81848862,"\papertype Original Article Large language models (LLMs), like the GPT series, have recently emerged as transformative tools in the medical field due to their human-like language generation and understanding. This systematic review examines the evolution, applications, and challenges of medical LLMs in digital health and clinical technology. A structured search was conducted across ScienceDirect, PubMed, Scopus, and manual sources from 2007 to 2024, following PRISMA 2020 guidelines. After applying inclusion and exclusion criteria, 179 studies were selected from an initial pool of 698 papers. Among the 30 papers reviewed, most research centered on GPT-based models, with over 81% demonstrating strong performance in language generation, diagnostic assistance, and clinical documentation, based on automated metrics and human feedback. Notably, some models achieved up to 90% satisfaction from healthcare professionals. The findings reveal LLMs’ potential to enhance patient interaction, decision support, and overall healthcare efficiency. This review contributes by synthesizing key advancements, assessing model performance, and outlining ethical challenges such as trust, privacy, and safe deployment. It offers novel insights for researchers and practitioners seeking to adopt or improve LLM integration in healthcare. Future directions include improving transparency, developing domain-specific models, and establishing regulatory frameworks for responsible use.",2025,2025-05-22 09:51:42,2025-05-26 13:52:36,2025-05-22 09:51:28,,,,,,,Systematic Literature Review of LLM-Large Language Model in Medical,,,,,,,,,,,,Google Scholar,,,,"/Users/ksoares/Zotero/storage/IFNZ7HJF/Salehin et al. - 2025 - Systematic Literature Review of LLM-Large Language Model in Medical Digital Health, Technology and.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2E2NUEVR,conferencePaper,2024.0,"Lu, Yuting; Sun, Chao; Yan, Yuchao; Zhu, Hegong; Song, Dongdong; Peng, Qing; Yu, Li; Wang, Xiaozheng; Jiang, Jian; Ye, Xiaolong",A Comprehensive Survey of Datasets for Large Language Model Evaluation,2024 5th Information Communication Technologies Conference (ICTC),,,,https://ieeexplore.ieee.org/abstract/document/10601918/,"Natural Language Processing is an important branch of Artificial Intelligence. In the past few years, we have witnessed the remarkable advancement of large language models, however, how to evaluate them in a comprehensive way has become an urgent problem to be solved. Datasets can help evaluate and compare their performance and clarify their weaknesses. In order to guide the subsequent research work and promote the technological progress in the field, this paper collects 147 popular evaluation datasets, and proposes a new classification method to categorize them into six categories according to the evaluation capabilities. In addition, we organize several common evaluation metrics and usage scenarios. We compile the list of datasets and the main features (introduction, samples, metrics, links, etc.) into a document, which is consistently maintain available online at: https://github.com/lyt719/LLM-evaluation-datasets.",2024,2025-05-22 09:51:42,2025-05-26 13:37:01,2025-05-22 09:51:34,330–336,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MG8A832A,conferencePaper,2025.0,"Huber, Thomas; Niklaus, Christina",LLMs meet Bloom’s Taxonomy: A Cognitive View on Large Language Model Evaluations,Proceedings of the 31st International Conference on Computational Linguistics,,,,https://aclanthology.org/2025.coling-main.350/,"Current evaluation approaches for Large Language Models (LLMs) lack a structured approach that reflects the underlying cognitive abilities required for solving the tasks. This hinders a thorough understanding of the current level of LLM capabilities. For instance, it is widely accepted that LLMs perform well in terms of grammar, but it is unclear in what specific cognitive areas they excel or struggle in. This paper introduces a novel perspective on the evaluation of LLMs that leverages a hierarchical classification of tasks. Specifically, we explore the most widely used benchmarks for LLMs to systematically identify how well these existing evaluation methods cover the levels of Bloom’s Taxonomy, a hierarchical framework for categorizing cognitive skills. This comprehensive analysis allows us to identify strengths and weaknesses in current LLM assessment strategies in terms of cognitive abilities and suggest directions for both future benchmark development as well as highlight potential avenues for LLM research. Our findings reveal that LLMs generally perform better on the lower end of Bloom’s Taxonomy. Additionally, we find that there are significant gaps in the coverage of cognitive skills in the most commonly used benchmarks.",2025,2025-05-22 09:51:42,2025-05-26 13:50:58,2025-05-22 09:51:36,5211–5246,,,,,,LLMs meet Bloom’s Taxonomy,,,,,,,,,,,,Google Scholar,,,,/Users/ksoares/Zotero/storage/IATLAGH4/Huber et Niklaus - 2025 - LLMs meet Bloom’s Taxonomy A Cognitive View on Large Language Model Evaluations.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
F6SKJTWE,journalArticle,2024.0,"Roy, Asitava Deb; Jaiswal, Ichchhit Bharat; Tiu, Devendra Nath; Das, Dipmala; Mondal, Shaikat; Behera, Joshil Kumar; Mondal, Himel; Jaiswal, Ichchhit B.; Tiu, Devendra; Behera IV, Joshil K.",Assessing the Utilization of Large Language Model Chatbots for Educational Purposes by Medical Teachers: A Nationwide Survey From India,Cureus,,,,https://www.cureus.com/articles/312879-assessing-the-utilization-of-large-language-model-chatbots-for-educational-purposes-by-medical-teachers-a-nationwide-survey-from-india.pdf,"Abstract  Background  Large language models (LLMs) are increasingly explored in healthcare and education. In medical education,  they hold the potential to enhance learning by supporting personalized teaching, resource development, and  student engagement. However, LLM use also raises concerns about ethics, accuracy, and reliance.  Understanding how educators leverage LLMs can help assess their role and implications in medical  education.  Methods  This cross-sectional online survey was conducted among medical teachers in India from December 2023 to  March 2024. A validated questionnaire with acceptable internal consistency and test-retest reliability was  used. It collected data on LLM chatbot usage patterns, as well as teachers' knowledge, attitudes, and  practices regarding LLMs for educational purposes.  Results  A total of 396 medical teachers with an average teaching experience of 4.12±2.47 (minimum six months,  maximum 13 years) years participated from different parts of India. The majority of the teachers heard about  ChatGPT (OpenAI, San Francisco, CA, USA) (85%), followed by Copilot/Bing (Microsoft, Washington, DC,  USA) (53%), and Gemini/Bard (Google, Mountain View, CA, USA) (45%) (p-value < 0.0001). However, 29% of  the respondents never used it and 47% rarely use LLMs for educational purposes (p-value < 0.0001). The  majority of the teachers use it for making any topic simple (55%), generating text for PowerPoint slides  (55%), generating multiple-choice questions (MCQs) (52%), and finding answers to student’s queries (35%).  Knowledge (3.4±0.47) showed the highest score, followed by practice (3.3±0.81) and attitude (3.14±0.46) (pvalue = 0.0023).  Conclusion  While awareness of LLMs was high among medical teachers in India, their actual usage for educational  purposes remains limited. Despite recognizing the potential of LLMs for simplifying topics, generating  teaching materials, and addressing student queries, a significant proportion of educators seldom integrate  these technologies into their teaching practices. Institutions may provide training to help medical educators  effectively integrate LLMs into teaching practices.",2024,2025-05-22 09:51:42,2025-05-26 13:41:42,2025-05-22 09:51:38,,,11.0,16.0,,,Assessing the Utilization of Large Language Model Chatbots for Educational Purposes by Medical Teachers,,,,,,,,,,,,Google Scholar,,Publisher: Cureus,,/Users/ksoares/Zotero/storage/XJNDP2SM/Roy et al. - 2024 - Assessing the Utilization of Large Language Model Chatbots for Educational Purposes by Medical Teach.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
447VX95H,journalArticle,2024.0,"Gasparini, Loretta; Phillipson, Nitya; Capurro, Daniel; Rosenberg, Revital; Buttery, Jim; Howley, Jayne; Ranganathan, Sarath; Quinlan, Catherine; Selvadurai, Niloufer; Wildenauer, Michael","A survey of Large Language Model use in a hospital, research, and teaching campus",medRxiv,,,,https://www.medrxiv.org/content/10.1101/2024.09.11.24313512.abstract,"Abstract Background The use of Large Language Models (LLMs) has exploded since November 2022 but there is sparse evidence regarding LLM use in health, medical and research contexts. Objective To summarise the current uses of and attitudes towards LLMs across the clinical, research and teaching contexts in our campus. Design We administered a survey about LLM uses and attitudes. We conducted summary quantitative analysis and inductive qualitative analysis of free text responses. Setting In August-September 2023, we circulated the survey amongst all staff and students across our campus (approximately n=7500), a fully integrated paediatric academic hospital and research institute. Participants We received 281 anonymous survey responses. Main outcome measures We asked about participants’ knowledge of LLMs, their current use of LLMs in professional or learning contexts, and perspectives on possible future uses, opportunities, and risks of LLM use. Results Over 90% of respondents have heard of LLM tools and about two-thirds have used them in their work on our campus. Respondents reported using LLMs for a range of uses, including for generating or editing text and exploring ideas. Many, but not necessarily all, respondents seem aware of the limitations and potential risks of LLMs, including privacy and security risks. Various respondents expressed enthusiasm about opportunities of LLM use, including increased efficiency. Conclusions Our findings show LLM tools are already widely used on our campus. Guidelines and governance are needed to keep up with practice. We have developed recommendations for the use of LLMs on our campus using insights from this survey. What is known The known: The use of Large Language Models (LLMs) has increased rapidly since the introduction of ChatGPT in November 2022. The new: Most survey respondents are aware of, if not using, LLMs in their work across our hospital, research, and university campus. Diverse uses were reported, including generating or editing text and exploring ideas. There were varying attitudes towards LLMs. Perceived risks included privacy and security risks. A key perceived opportunity was increased efficiency. The implications: LLM tools are already widely used on our campus, highlighting the need for guidelines and governance to keep up with practice.",2024,2025-05-22 09:51:42,2025-05-26 13:38:09,2025-05-22 09:51:42,2024–09,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Cold Spring Harbor Laboratory Press,,"/Users/ksoares/Zotero/storage/58ZMT55Q/Gasparini et al. - 2024 - A survey of Large Language Model use in a hospital, research, and teaching campus.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
RZGXZN2M,journalArticle,2024.0,"Crandall, Johannah L.; Crandall, Aaron S.",Large Language Model-Supported Software Testing with the CS Matrix Taxonomy,Journal of Computing Sciences in Colleges,,,,https://www.ccsc.org/publications/journals/CCSCNW2024Final.pdf#page=49,"New breakthroughs in code synthesis from Generative Pre-Trained Transformers (GPT) and Large Language Model (LLM) algorithms are driving significant changes to software engineering education. Having algorithms able to generate components of a software project means that software developers will need stronger skills in requirements specification to guide code generation as well as stronger skills in code review, testing, and integration to incorporate AI-generated code into projects. Shifts in industry and classroom practices are already occurring with the availability of inline code generation tools like GitHub’s Copilot, which makes discussion of pedagogical strategies in this area a timely topic. Of immediate concern in computer science education is the potential for LLM-generated code and code help to undermine the learning of CS students. In order to avoid such undermining in even intentional uses of LLM-enhanced learning supports, it is necessary to clarify the roles such supports need to play in the pedagogical process. The Computer Science Matrix Taxonomy provides a strong framework for organizing software testing learning outcomes as well as delineating the operational space in which LLM-based feedback tools should operate to support those learning outcomes. In this paper, the authors operationalize the CS Matrix Taxonomy for software testing learning outcomes and illustrate the integration of LLM-generated test strategy suggestions as an extension of the peer coding/testing model. The work includes examples of AI-generated code testing suggestions that students would use to help guide their own code synthesis for assignments or projects.",2024,2025-05-22 09:58:02,2025-05-26 13:50:36,2025-05-22 09:57:26,49–58,,1.0,40.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Consortium for Computing Sciences in Colleges,,/Users/ksoares/Zotero/storage/TMH299YM/Crandall et Crandall - 2024 - Large Language Model-Supported Software Testing with the CS Matrix Taxonomy.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
VW3HH4K2,journalArticle,2024.0,"Gresham, Dylan",Exploring and Evaluating Large Language Model Survey Paper Categories,,,,,https://www.preprints.org/frontend/manuscript/bf48e3c9d32a32f3e3585fca5754db91/download_pub,"In February of 2024, Dr. Jun Zhuang and Dr. Casey Kennington published a paper [1] in which they  classified large language model (LLM) survey papers into different taxonomies utilizing graph learning. In this  paper, I evaluate the dataset they created and used and propose that in its current state, there is not enough  samples to classify other survey papers into specific categories.",2024,2025-05-22 09:58:02,2025-05-26 13:43:53,2025-05-22 09:57:30,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/Users/ksoares/Zotero/storage/Q72WFSWL/Gresham - 2024 - Exploring and Evaluating Large Language Model Survey Paper Categories.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6ICG7GR9,journalArticle,2024.0,"Tania, Meherunnesa",Automated Classification and Trend Analysis of Large Language Model Survey Papers Using Machine Learning and Natural Language Processing Techniques,,,,,https://engrxiv.org/preprint/view/3984,"This study investigates the application of machine learning (ML) and natural language processing (NLP) techniques to classify academic survey papers into predefined taxonomy categories. The dataset, consisting of paper titles, summaries, release dates, taxonomy labels, and categories, was analyzed to uncover trends and patterns in the publication of research papers. Exploratory data analysis (EDA) revealed important insights through visualizations, such as publication trends over time, the distribution of taxonomy categories, and the most common terms used in paper summaries. Key NLP techniques, including Term Frequency-Inverse Document Frequency (TF-IDF), were employed to transform the textual data into numerical features, while one-hot encoding was applied to the categorical data. A Random Forest Classifier was trained on the extracted feature matrix to predict the taxonomy category of each paper. The model achieved promising accuracy, effectively capturing patterns in the dataset. The study also identified areas for future improvement, including addressing class imbalance and exploring more sophisticated models. These findings demonstrate the potential of ML and NLP for automating the classification of academic papers, providing a scalable solution for managing large collections of research literature while offering insights into publication dynamics and trends.",2024,2025-05-22 09:58:02,2025-05-26 13:41:50,2025-05-22 09:57:32,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Engineering Archive,,/Users/ksoares/Zotero/storage/PTVSXJS9/Tania - 2024 - Automated Classification and Trend Analysis of Large Language Model Survey Papers Using Machine Lear.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
S5GKM6YN,journalArticle,,"Zhou, Duo; Zhang, Junyu; Feng, Tao; Sun, Yifan",A Survey on Alignment for Large Language Model Agents,,,,,https://openreview.net/forum?id=gkxt5kZS84,"As large language models (LLMs) evolve from passive text generators to autonomous agents capable of decision-making and real-world interaction, ensuring their alignment with human goals, values, and safety expectations becomes increasingly critical. This survey offers a comprehensive examination of alignment in the context of LLM-based agents, spanning technical, ethical, and sociotechnical dimensions. We begin by defining the multifaceted goals of agent alignment, including task fidelity, ethical compliance, and long-term behavioral robustness. We then analyze sources and challenges of alignment data, review alignment techniques such as reinforcement learning from human feedback (RLHF), adversarial training, and scalable oversight strategies, and assess benchmark methodologies across general intent following, safety robustness, ethical reasoning, and multimodal performance. Looking forward, we identify key research directions, including constitutional AI, graph-based multi-agent coordination, and super alignment for heterogeneous agent clusters. By synthesizing recent advances, this survey provides a roadmap toward building trustworthy and controllable LLM agents for real-world deployment.",,2025-05-22 09:58:02,2025-05-26 13:38:44,2025-05-22 09:57:46,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/Users/ksoares/Zotero/storage/SXJQSY6F/Zhou et al. - A Survey on Alignment for Large Language Model Agents.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
WJDQUSBR,journalArticle,2025.0,"Memmert, Lucas; Borchers, Marten; Plückhahn, Juliane; Bittner, Eva",Solving Coding Challenges Jointly with a Large Language Model: Understanding Student Journeys Through Bloom’s Taxonomy,,,,,https://scholarspace.manoa.hawaii.edu/items/f8659bbb-1974-4f11-914a-5b63a3e7deae,"With the advancement of large language models (LLMs) such as ChatGPT, students increasingly employ LLMs during university courses to improve their coding skills. However, it is still unclear what using these systems means for student learning. In our study, we explore how students employ a LLM when solving a realistic coding challenge over the course of a semester in small groups. We analyze students’ LLM chat log data through the framework of Bloom’s taxonomy, a well-established education framework, to understand their problem-solving and learning behavior. We enrich our analysis with students’ responses to weekly survey questions, contextualizing our findings with subjective experiences. We find that students primarily use LLMs for lower-order thinking skills like remembering, understanding, and applying procedural knowledge. With our study, we contribute to the growing literature on understanding the effects of working and learning with LLMs and offer practical suggestions for teachers and students.",2025,2025-05-22 09:58:02,2025-05-26 13:52:08,2025-05-22 09:57:48,,,,,,,Solving Coding Challenges Jointly with a Large Language Model,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MWFXNCK2,journalArticle,2025.0,"Man-Li, L. I.; Wei-Feng, QIAO; Rui-Miao, L. I.",Can Large Language Model Tools Promote the Development of University Students’ Higher-Order Thinking Skills?——An Empirical Analysis Based on a Questionnaire Survey of Students from 12 Double First-Class Universities,Modern Educational Technology,,,,https://www.sciopen.com/article/10.3969/j.issn.1009-8097.2025.01.004,"In the era of intelligent technology, it has gradually become a consensus to pay attention to the cultivation of university students’ higher-order thinking skills. However, there remains debate over whether university students can use large language model tools to promote the development of higher-order thinking skills is still controversial. Clarifying this dispute not only helps to theoretically analyze the mechanism of students’ higher-order thinking development under the background of AI, but also provides a reliable basis for what measures to be taken by schools and teachers in educational practice. Accordingly, this paper made an empirical analysis on university students’ use situation of large language model tools and its impact on higher-order thinking skills using questionnaire survey data of students from 12 double first-class universities in China. The results showed that more than half of university students used large language model tools, but the deep creative application still needed to be strengthened; increasing the frequency of basic execution and deep creative application of large language model tools had a significant positive effect on the development of higher-order thinking skills; interaction quality played a mediating role in the influence of the use frequency of large language model tool on higher-order thinking skills. Based on this, the paper suggested that universities should acknowledge the role of AI technology in the teaching process of higher education and actively promote the application of AI in empowering education, combine real situations inside and outside the class to promote the deep creative application of large language model tools, and strengthen the cultivation of AI literacy of teachers and students to improve the quality of human-computer interaction.",2025,2025-05-22 09:58:02,2025-05-26 13:42:16,2025-05-22 09:57:57,34–43,,1.0,35.0,,,Can Large Language Model Tools Promote the Development of University Students’ Higher-Order Thinking Skills?,,,,,,,,,,,,Google Scholar,,Publisher: 《 现代教育技术》 编辑部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78YFM9M3,journalArticle,2024.0,"Zhu, Xunyu; Li, Jian; Liu, Yong; Ma, Can; Wang, Weiping",A survey on model compression for large language models,Transactions of the Association for Computational Linguistics,,,,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00704/125482,"Large Language Models (LLMs) have transformed natural language processing tasks successfully. Yet, their large size and high computational needs pose challenges for practical use, especially in resource-limited settings. Model compression has emerged as a key research area to address these challenges. This paper presents a survey of model compression techniques for LLMs. We cover methods like quantization, pruning, and knowledge distillation, highlighting recent advancements. We also discuss benchmarking strategies and evaluation metrics crucial for assessing compressed LLMs. This survey offers valuable insights for researchers and practitioners, aiming to enhance efficiency and real-world applicability of LLMs while laying a foundation for future advancements.",2024,2025-05-22 09:58:02,2025-05-26 13:40:01,2025-05-22 09:58:00,1556–1577,,,12.0,,,,,,,,,,,,,,,Google Scholar,,"Publisher: MIT Press 255 Main Street, 9th Floor, Cambridge, Massachusetts 02142, USA …",,/Users/ksoares/Zotero/storage/CW4AEXVA/Zhu et al. - 2024 - A survey on model compression for large language models.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
